Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,LEGACY PREPARATORY ACADEMY,4900045,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LEGACY PREPARATORY ACADEMY,4900045,2013,Total enrollment,,0,,19,16,73,16,907,46,1077,104,31,4
UT,UINTAH DISTRICT,4901080,2013,Allegations - basis of disability,6,,,,,,,,,,,,
UT,UINTAH DISTRICT,4901080,2013,Disciplined for harassment or bullying on basis of disability,,2,,0,0,2,0,6,0,10,0,0,0
UT,UINTAH DISTRICT,4901080,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,8,0,8,4,0,0
UT,UINTAH DISTRICT,4901080,2013,Total enrollment,,544,,22,57,572,33,6385,111,7724,992,49,181
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ROCKWELL CHARTER HIGH SCHOOL,4900125,2013,Total enrollment,,4,,4,4,31,2,481,7,533,98,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH SCHOOLS FOR DEAF & BLIND,4900069,2013,Total enrollment,,4,,17,10,87,6,195,8,327,312,0,0
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,EARLY LIGHT ACADEMY AT DAYBREAK,4900140,2013,Total enrollment,,2,,13,7,49,4,649,25,749,110,0,7
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SALT LAKE CENTER FOR SCIENCE EDUCATION,4900123,2013,Total enrollment,,2,,4,22,148,13,172,13,374,35,10,100
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VISTA AT ENTRADA SCHOOL OF PERFORMING ARTS AND TECHNOLOGY,4900141,2013,Total enrollment,,2,,4,7,52,7,712,19,803,101,2,7
UT,ENDEAVOR HALL,4900155,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ENDEAVOR HALL,4900155,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENDEAVOR HALL,4900155,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENDEAVOR HALL,4900155,2013,Total enrollment,,4,,16,37,154,16,355,28,610,74,0,121
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),4900017,2013,Total enrollment,,19,,49,31,130,28,232,4,493,26,7,13
UT,SUMMIT ACADEMY HIGH SCHOOL,4900148,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SUMMIT ACADEMY HIGH SCHOOL,4900148,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SUMMIT ACADEMY HIGH SCHOOL,4900148,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SUMMIT ACADEMY HIGH SCHOOL,4900148,2013,Total enrollment,,2,,7,4,31,7,433,16,500,53,10,0
UT,IRON DISTRICT,4900390,2013,Allegations - basis of disability,2,,,,,,,,,,,,
UT,IRON DISTRICT,4900390,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,IRON DISTRICT,4900390,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,2,0,2,0,0,0
UT,IRON DISTRICT,4900390,2013,Total enrollment,,273,,43,47,869,45,7451,183,8911,1345,38,227
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PIONEER HIGH SCHOOL FOR THE PERFORMING ARTS,4900164,2013,Total enrollment,,2,,2,2,13,2,424,7,452,17,0,0
UT,NORTH SANPETE DISTRICT,4900660,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NORTH SANPETE DISTRICT,4900660,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2013,Total enrollment,,21,,12,10,345,14,2000,46,2448,326,35,116
UT,LAKEVIEW ACADEMY,4900043,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,LAKEVIEW ACADEMY,4900043,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,LAKEVIEW ACADEMY,4900043,2013,Total enrollment,,0,,7,16,55,4,838,13,933,98,22,22
UT,TINTIC DISTRICT,4901020,2013,Allegations - basis of disability,0,,,,,,,,,,,,
UT,TINTIC DISTRICT,4901020,2013,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TINTIC DISTRICT,4901020,2013,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,TINTIC DISTRICT,4901020,2013,Total enrollment,,0,,0,0,13,2,263,2,280,43,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PARADIGM HIGH SCHOOL,4900052,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PARADIGM HIGH SCHOOL,4900052,2015,Total enrollment,,2,,4,0,37,7,511,19,580,86,25,0
UT,MILLARD DISTRICT,4900540,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MILLARD DISTRICT,4900540,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MILLARD DISTRICT,4900540,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MILLARD DISTRICT,4900540,2015,Total enrollment,,20,,29,6,491,8,2344,43,2941,476,12,170
UT,VANGUARD ACADEMY,4900183,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,VANGUARD ACADEMY,4900183,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VANGUARD ACADEMY,4900183,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,VANGUARD ACADEMY,4900183,2015,Total enrollment,,0,,0,0,0,0,301,0,301,11,4,0
UT,SAN JUAN DISTRICT,4900900,2015,Allegations - basis of disability,17,,,,,,,,,,,,
UT,SAN JUAN DISTRICT,4900900,2015,Disciplined for harassment or bullying on basis of disability,,8,,0,0,2,0,2,0,12,4,0,4
UT,SAN JUAN DISTRICT,4900900,2015,Students reported to have been harassed or bullied on basis of disability,,4,,0,0,0,2,2,0,8,4,0,0
UT,SAN JUAN DISTRICT,4900900,2015,Total enrollment,,1766,,12,8,132,17,1283,230,3448,444,21,872
UT,CHANNING HALL,4900040,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,CHANNING HALL,4900040,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,4900040,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,4900040,2015,Total enrollment,,0,,25,16,28,7,538,4,618,83,0,2
UT,UTAH MILITARY ACADEMY,4900176,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UTAH MILITARY ACADEMY,4900176,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH MILITARY ACADEMY,4900176,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UTAH MILITARY ACADEMY,4900176,2015,Total enrollment,,4,,13,4,73,4,337,22,457,83,2,0
UT,JORDAN DISTRICT,4900420,2009,Allegations - basis of disability,26,,,,,,,,,,,,
UT,JORDAN DISTRICT,4900420,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,20,,25,5,5,0
UT,JORDAN DISTRICT,4900420,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,JORDAN DISTRICT,4900420,2009,Total enrollment,,175,1590,,,4745,495,37880,,44885,5530,175,2555
UT,LOGAN DISTRICT,4900510,2009,Allegations - basis of disability,4,,,,,,,,,,,,
UT,LOGAN DISTRICT,4900510,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,5,,10,5,0,5
UT,LOGAN DISTRICT,4900510,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,5,0,0,,5,5,0,5
UT,LOGAN DISTRICT,4900510,2009,Total enrollment,,75,315,,,1505,95,4180,,6170,740,35,720
UT,MILLARD DISTRICT,4900540,2009,Allegations - basis of disability,4,,,,,,,,,,,,
UT,MILLARD DISTRICT,4900540,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,5,0,5,,10,0,0,0
UT,MILLARD DISTRICT,4900540,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,5,0,0
UT,MILLARD DISTRICT,4900540,2009,Total enrollment,,30,35,,,505,10,2355,,2930,480,10,350
UT,MORGAN DISTRICT,4900570,2009,Allegations - basis of disability,3,,,,,,,,,,,,
UT,MORGAN DISTRICT,4900570,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,MORGAN DISTRICT,4900570,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,5,,5,0,0,0
UT,MORGAN DISTRICT,4900570,2009,Total enrollment,,5,30,,,35,15,2300,,2380,205,10,10
UT,MURRAY DISTRICT,4900600,2009,Allegations - basis of disability,7,,,,,,,,,,,,
UT,MURRAY DISTRICT,4900600,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,5,,10,0,0,0
UT,MURRAY DISTRICT,4900600,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,10,,10,5,0,0
UT,MURRAY DISTRICT,4900600,2009,Total enrollment,,75,190,,,820,195,5115,,6400,575,25,350
UT,NEBO DISTRICT,4900630,2009,Allegations - basis of disability,14,,,,,,,,,,,,
UT,NEBO DISTRICT,4900630,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,15,,15,0,0,0
UT,NEBO DISTRICT,4900630,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,NEBO DISTRICT,4900630,2009,Total enrollment,,220,455,,,2715,225,25540,,29155,4195,70,1015
UT,NORTH SANPETE DISTRICT,4900660,2009,Allegations - basis of disability,1,,,,,,,,,,,,
UT,NORTH SANPETE DISTRICT,4900660,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,NORTH SANPETE DISTRICT,4900660,2009,Total enrollment,,10,20,,,260,20,2070,,2380,325,0,235
UT,OGDEN DISTRICT,4900720,2009,Allegations - basis of disability,14,,,,,,,,,,,,
UT,OGDEN DISTRICT,4900720,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,10,0,10,,20,5,0,0
UT,OGDEN DISTRICT,4900720,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,5,0,10,,15,10,0,0
UT,OGDEN DISTRICT,4900720,2009,Total enrollment,,220,230,,,6035,395,5795,,12680,1470,50,3730
UT,PARK CITY DISTRICT,4900750,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PARK CITY DISTRICT,4900750,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,PARK CITY DISTRICT,4900750,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,PARK CITY DISTRICT,4900750,2009,Total enrollment,,15,105,,,700,45,3745,,4610,390,50,615
UT,PROVO DISTRICT,4900810,2009,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PROVO DISTRICT,4900810,2009,Disciplined for harassment or bullying on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,PROVO DISTRICT,4900810,2009,Students reported to have been harassed or bullied on basis of disability,,0,0,,,0,0,0,,0,0,0,0
UT,PROVO DISTRICT,4900810,2009,Total enrollment,,165,625,,,3425,150,8420,,12780,1820,85,1970
UT,RENAISSANCE ACADEMY,4900038,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,RENAISSANCE ACADEMY,4900038,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RENAISSANCE ACADEMY,4900038,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,RENAISSANCE ACADEMY,4900038,2015,Total enrollment,,2,,22,2,82,5,598,40,751,74,16,19
UT,ODYSSEY CHARTER SCHOOL,4900021,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ODYSSEY CHARTER SCHOOL,4900021,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ODYSSEY CHARTER SCHOOL,4900021,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ODYSSEY CHARTER SCHOOL,4900021,2015,Total enrollment,,5,,10,4,52,4,445,19,539,77,7,10
UT,ATHENIAN eACADEMY,4900181,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,ATHENIAN eACADEMY,4900181,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ATHENIAN eACADEMY,4900181,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,ATHENIAN eACADEMY,4900181,2015,Total enrollment,,4,,2,0,0,2,514,52,574,80,2,0
UT,PROVIDENCE HALL,4900124,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,PROVIDENCE HALL,4900124,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROVIDENCE HALL,4900124,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,PROVIDENCE HALL,4900124,2015,Total enrollment,,2,,55,13,181,19,1723,73,2066,281,55,13
UT,CANYONS DISTRICT,4900142,2015,Allegations - basis of disability,6,,,,,,,,,,,,
UT,CANYONS DISTRICT,4900142,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,2,4,2,8,6,0,0
UT,CANYONS DISTRICT,4900142,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,6,0,6,4,0,0
UT,CANYONS DISTRICT,4900142,2015,Total enrollment,,157,,776,411,5411,473,25647,1595,34470,3511,342,2541
UT,UINTAH RIVER HIGH,4900013,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,UINTAH RIVER HIGH,4900013,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,UINTAH RIVER HIGH,4900013,2015,Total enrollment,,40,,0,0,4,0,16,2,62,10,0,0
UT,NORTH STAR ACADEMY,4900025,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NORTH STAR ACADEMY,4900025,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH STAR ACADEMY,4900025,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NORTH STAR ACADEMY,4900025,2015,Total enrollment,,0,,10,4,13,4,493,7,531,50,16,0
UT,MANA ACADEMY CHARTER SCHOOL,4900165,2015,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MANA ACADEMY CHARTER SCHOOL,4900165,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MANA ACADEMY CHARTER SCHOOL,4900165,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MANA ACADEMY CHARTER SCHOOL,4900165,2015,Total enrollment,,2,,2,292,106,4,19,25,450,38,0,46
UT,CARBON DISTRICT,4900150,2015,Allegations - basis of disability,14,,,,,,,,,,,,
UT,CARBON DISTRICT,4900150,2015,Disciplined for harassment or bullying on basis of disability,,0,,0,0,2,2,16,0,20,0,0,0
UT,CARBON DISTRICT,4900150,2015,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,2,0,13,0,15,6,2,0
UT,CARBON DISTRICT,4900150,2015,Total enrollment,,31,,15,8,472,16,2977,35,3554,677,75,86
UT,IRON DISTRICT,4900390,2011,Allegations - basis of disability,5,,,,,,,,,,,,
UT,IRON DISTRICT,4900390,2011,Disciplined for harassment or bullying on basis of disability,,2,,0,0,2,0,2,0,6,0,0,0
UT,IRON DISTRICT,4900390,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,2,0,0,4,0,6,0,0,0
UT,IRON DISTRICT,4900390,2011,Total enrollment,,242,,41,53,893,47,7349,173,8798,1228,55,258
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOLDIER HOLLOW CHARTER SCHOOL,4900011,2011,Total enrollment,,0,,4,2,13,2,256,13,290,47,0,0
UT,DUCHESNE DISTRICT,4900240,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,4900240,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,4900240,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,4900240,2011,Total enrollment,,280,,20,20,246,22,4016,28,4632,743,23,92
UT,NEBO DISTRICT,4900630,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,NEBO DISTRICT,4900630,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NEBO DISTRICT,4900630,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,NEBO DISTRICT,4900630,2011,Total enrollment,,184,,181,240,3094,197,26410,295,30601,4100,163,908
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2011,Allegations - basis of disability,6,,,,,,,,,,,,
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,2,2,0,2,0,6,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,4,0,2,0,6,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4900023,2011,Total enrollment,,2,,10,2,7,2,118,0,141,29,2,0
UT,SOUTH SUMMIT DISTRICT,4900990,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,SOUTH SUMMIT DISTRICT,4900990,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOUTH SUMMIT DISTRICT,4900990,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,SOUTH SUMMIT DISTRICT,4900990,2011,Total enrollment,,6,,2,0,175,8,1276,0,1467,23,17,7
UT,MOAB COMMUNITY SCHOOL,4900035,2011,Allegations - basis of disability,0,,,,,,,,,,,,
UT,MOAB COMMUNITY SCHOOL,4900035,2011,Disciplined for harassment or bullying on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB COMMUNITY SCHOOL,4900035,2011,Students reported to have been harassed or bullied on basis of disability,,0,,0,0,0,0,0,0,0,0,0,0
UT,MOAB COMMUNITY SCHOOL,4900035,2011,Total enrollment,,4,,0,0,4,0,73,0,81,4,2,0
UT,RICH DISTRICT,4900840,2011,Allegations - basis of disability,0,,,,,,,,,,,,
